11.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.083635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.095895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.076644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074004,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.071233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.075121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.071533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.074144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.072371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
